machine_id,event_type,start_time,description
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 08:39:04.253268+00,State: IDLE → BUSY
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 08:40:36.141235+00,State: BUSY → IDLE
79ade4be-7076-4aec-bd6b-942bd3791cf0,state_changed,2026-06-08 08:49:50.340682+00,State: IDLE → PRINTING
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 08:49:50.549067+00,State: FINISHED → IDLE
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 08:50:21.250195+00,State: IDLE → PRINTING
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 10:28:20.861214+00,State: PRINTING → FINISHED
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 10:47:19.633047+00,State: IDLE → ATTENTION
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 10:56:04.445566+00,State: IDLE → ATTENTION
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 10:56:35.258997+00,State: ATTENTION → PRINTING
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 10:56:35.799689+00,State: ATTENTION → IDLE
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:05:49.817013+00,State: IDLE → PRINTING
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:11:28.213527+00,State: PRINTING → ATTENTION
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 11:18:39.998048+00,State: FINISHED → IDLE
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 11:19:10.759878+00,State: IDLE → PRINTING
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:19:10.99956+00,State: ATTENTION → PAUSED
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:23:50.209002+00,State: PAUSED → PRINTING
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:25:22.7184+00,State: PRINTING → ATTENTION
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:26:25.437326+00,State: ATTENTION → IDLE
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:27:57.900298+00,State: IDLE → BUSY
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:29:30.234879+00,State: BUSY → IDLE
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 11:30:01.120261+00,State: IDLE → PRINTING
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 11:57:47.72036+00,State: PRINTING → FINISHED
79ade4be-7076-4aec-bd6b-942bd3791cf0,state_changed,2026-06-08 12:36:20.146921+00,State: PRINTING → FINISHED
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 12:57:02.286165+00,State: PRINTING → FINISHED
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 13:11:51.861986+00,State: FINISHED → IDLE
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 13:38:02.05404+00,State: IDLE → PRINTING
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 14:06:15.491352+00,State: PRINTING → FINISHED
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 14:16:27.908898+00,State: PRINTING → FINISHED
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 14:16:28.292618+00,State: FINISHED → IDLE
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:55:25.967216+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:55:27.126919+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:55:40.234293+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:55:45.425871+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:55:53.575032+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:56:09.693542+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:56:41.862997+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:57:45.993222+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 14:59:46.247137+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:01:46.355801+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:03:46.494971+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:05:46.613591+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:07:46.730117+00,LFL-H2D-295 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 15:08:36.267569+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 15:08:36.349518+00,LFL-X1C-105 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:09:46.853834+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:11:47.007722+00,LFL-H2D-295 disconnected
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 15:12:14.613662+00,State: FINISHED → IDLE
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 15:12:15.096875+00,State: FINISHED → IDLE
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:13:47.137799+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:15:47.256589+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:17:47.387306+00,LFL-H2D-295 disconnected
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 15:18:22.129473+00,State: IDLE → ATTENTION
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 15:18:52.984923+00,State: ATTENTION → PRINTING
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 15:18:53.354088+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 15:18:53.417757+00,LFL-X1C-105 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:19:47.514932+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:21:47.634438+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:23:47.838752+00,LFL-H2D-295 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 15:23:58.084467+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 15:23:58.135413+00,LFL-X1C-105 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:24:45.790623+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:24:46.904489+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:24:49.026859+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:24:53.143998+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:25:01.273415+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:25:17.389502+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:25:49.508838+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:26:49.972119+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:26:51.098376+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:26:53.23073+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:26:57.341035+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:27:05.463647+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:27:21.580003+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:27:53.692998+00,LFL-H2D-295 disconnected
79288b1c-84a8-4095-9ab0-3d3d63d28c12,machine_offline,2026-06-08 15:28:57.827023+00,LFL-H2D-295 disconnected
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 15:41:25.715984+00,State: IDLE → PRINTING
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 16:30:07.97375+00,State: IDLE → PRINTING
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:32:10.59093+00,State: PRINTING → FINISHED
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:34:13.209315+00,State: FINISHED → IDLE
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:34:43.970751+00,State: IDLE → BUSY
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 16:41:12.787764+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 16:41:12.838537+00,LFL-X1C-105 disconnected
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:42:55.500184+00,State: BUSY → ATTENTION
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:47:01.141573+00,State: ATTENTION → IDLE
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:47:31.816031+00,State: IDLE → BUSY
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:48:02.481899+00,State: BUSY → IDLE
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,state_changed,2026-06-08 16:48:32.864576+00,State: PRINTING → FINISHED
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 16:48:33.361856+00,State: PRINTING → FINISHED
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:49:04.028862+00,State: IDLE → BUSY
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:51:07.666321+00,State: BUSY → IDLE
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,state_changed,2026-06-08 16:51:07.838577+00,State: FINISHED → IDLE
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 16:51:38.335112+00,State: IDLE → PRINTING
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:04:26.069234+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:04:26.124346+00,LFL-X1C-105 disconnected
51b05e66-1679-4776-afbc-d38ca8629dc8,state_changed,2026-06-08 17:08:35.068119+00,State: PRINTING → FINISHED
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:11:39.62196+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:11:39.681982+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:13:41.610267+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:13:41.663391+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:15:43.076788+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:15:43.127908+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:18:47.712742+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:18:47.763348+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:20:49.840899+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:20:49.893236+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:22:51.019296+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:22:51.069316+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:24:52.743538+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:24:52.795434+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:26:54.652831+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:26:54.703175+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:28:56.55421+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:28:56.61151+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:33:01.08877+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:33:01.140976+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:35:03.090213+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:35:03.145551+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:37:05.782374+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:37:05.832424+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:39:07.823068+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:39:07.872886+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:41:11.847254+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:43:16.521796+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:43:16.574114+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:45:18.431968+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:45:18.484714+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:50:42.108852+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:50:42.159049+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:55:03.053774+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:55:03.109348+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:58:09.060896+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 17:58:09.112927+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:00:11.0821+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:00:11.131832+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:03:16.192029+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:03:16.24402+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:05:18.190129+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:05:18.240092+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:07:19.847277+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:07:19.895284+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:09:21.097135+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:09:21.15535+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:10:22.286651+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:12:25.217968+00,LFL-X1C-105 disconnected
e7adc2a8-0246-470b-9fd3-0ef427b64f65,machine_offline,2026-06-08 18:12:25.270564+00,LFL-X1C-105 disconnected
